0,2016.10.13 10:46,7月23日，北京八达岭野生动物园发生老虎伤人事故致一死一伤。32岁游客赵女士在东北虎园下车时，被老虎拖走受伤，其母周女士下车追女儿时遭老虎撕咬死亡。昨日，伤者赵女士讲述事发经过时称，自己因为坐车晕车，下车去往驾驶室被咬伤，并非因为吵架。昨天晚上，赵女士接受京华时报记者电话采访时回忆，事发当天早上，她开着 车去给车做了保养，并且一路开车到八达岭野生动物园，加上路上堵车，自己非常累。于是，进入动物园后，就让爱人开车，但由于爱人开车不熟练，并且当时正处 于上坡地段，自己有点晕车。赵女士说，由于自己开车不晕坐车晕，所以提出要开车，便下车去往驾驶室。在走到驾驶室时，赵女士听到了 巡逻车按喇叭的声音，但来不及了，老虎已经扑过来了。对于为何会在东北虎园下车，赵女士回应说，东北虎园的构造非常混乱，容易给人一种错觉。在看到“禁止下车”警示牌的地方自己并没有下车，而是到了允许下车的休息区才下的车。赵女士告诉记者，自己受伤确实很严重，但并不像网上说的那样下巴被咬掉，“我的腰部、面部、脊椎、牙齿等多部位受伤，右脸有一道20多厘米长的疤痕，面部 神 经受损，牙齿掉了两颗，咀嚼功能受到影响。”赵女士称，目前的医学治疗已经结束，之后右下颌部分有钢板要取出，还需进行一些康复性、整容性的后期治疗，毕 竟自己还这么年轻。赵女士称，“事发当时就应该发声。但是我们充分相信了当地的政府。爱人单位领导和地方政府也一再协调。他们采取迂回战术，这可能是危机公关的手段吧。等调查报告出来之后，动物园就有恃无恐了。动物园说仍在与我们商谈，那是天大的谎言。”对于网上的言论，赵女士称：这是诬陷。任何人都有判断失误的时候，我自己肯定有责任，但我不认同网民的“不作死不会死”这一说法。事发当晚，延庆的朋友圈都在疯传我的消息。看到资料被扒，挺无语的。事发后，赵女士的父亲一直在和动物园的协商。赵先生表示，8月29日，在和八达岭野生动物园协商时，园方提出按照处理交通事故的办法定损、定责、定赔。对于 死者周某，双方协定定损124.5万，并达成一致。家属认为动物园应对周某的死亡承担全部责任，但动物园表示只承担15%的责任，并予以赔偿。对于伤者赵女士，家属一方提出定损150余万，己方承担20%至30%的责任，动物园承担70%至80%的责任；但动物园只认可74.5万，不同意家属提出的精神损 失费和后期治疗费用赔偿。赵先生表示，截至目前，动物园一方也没有给出明确的答复，双方也未达成一致意见。昨天晚上，记者联系到八达岭野生动物园负责宣传的曹先生。对于家属指称的动物园没有及时采取有效救援措施一事，曹先生表示，根据视频显示，巡逻车当时就是过去救援的，事情已经很清楚了，不需要再做出解释。曹先生称，动物园会依据政府结论办事，政府的调查报告非常详细清楚，动物园没有责任，也就不存在赔偿的问题，如果有赔偿的话，也仅仅是出于道义上的。目前， 动物园仍在和家属沟通，但还没有结论，对于事情的进展和双方协商的问题，曹先生表示不方便透露。此外，曹先生说，东北虎园目前仍未开放，具体开放时间还不确定。[“我们要求的只是一个公道，一个澄清事实的机会。”]10月14日，八达岭野生动物园老虎袭人事件受伤者赵女士，接受了澎湃新闻的采访。在谈及事故的赔偿问题时，她表示，“人已经去世了，他就算是赔偿一个亿也好，或者怎么样也好。对于我们来说一条鲜活的生命没有了。受伤的人也是很难恢复以前的那种模样了。所以我们要求的只是一个公道，一个澄清事实的机会。”不过赵女士也表示说自己并非没有责任。她认为，自己的责任在于，一是对周围环境的误判，包括下车的一种草率。事情过去已经有将近3个月时间，赵女士在回忆起事发当时的场景依然十分清晰。她回忆说，那天因为车子走走停停，自己有点晕车。于是，就打算和爱人交换座位，自己来开车。当时，赵女士是一直走到了主驾驶位置之后，后面一辆小红车按了喇叭。但是那个时候老虎就已经向她扑过来了，已经为时已晚了。她说：“大家第一时间看到的就是我下了车，然后救援车辆它又第一时间出现了。但是后面的事情就没有了。”“我爱人也不停地敲打救援车的门。但是他们回应的方式就是，这种情况我们没法救，遇到这种情况我们也不敢下车。”事故消息在网上曝出后，也引发了网上诸多的讨论，更有网友对赵女士恶言相向。对此，赵女士表示，母亲去世的伤痛要大过对于舆论的关心。她认为，最后还是要用事实，用法律最终的判决来证明这些事情。
1,1月13日 09:36 ,小鬼我是一片云809,,只怪自已没吧，嫁武松多好。 
123,2016-11-21 14:05 ,陳奕迅的爆米花,,都还是人吗键盘侠们留点口德在说话可以吗？不怕生儿子没屁眼阿   事情的全部真相你们知道？ 
124,2016-11-21 14:03 ,陳奕迅的爆米花,北方汉子的邮局,你全家都该死 
125,2016-11-21 12:54 ,用户3855205324,主人爷wb,你求的不晓得真相， 
126,2016-11-21 12:21 ,逸萱1921,,都是肉体凡胎谁不怕啊。也不能白白去送死啊。不过我觉得动物园应该给这种员工准备什么枪一类的。真要是出什么事了能及时救助啊。这点我觉得动物园做的不到位。 
127,2016-11-21 12:10 ,尐糖粸,暴暴蓝_huyu,马路上的车要否16%的责任！动物公园最多也是次要责任！要动物公园付主要责任是否合理？ 
128,2016-11-21 11:55 ,一条傻白狗_,,看到这位女士说去外地动物园这句话觉得好好笑，为外地动物园堪忧 
129,2016-11-21 09:22 ,旅游趁年轻,,动物园应该再立个禁止脑残的标志 
130,2016-11-21 09:19 ,尛-liz,,刚看了女主角上节目，一直找理由推卸责任，你当大众好骗啊。看到右方有救援车就是危险了，还下车，什么心理？不是作死。律师也好笑，人和动物的分别是什么？还要把游客集中起来再上课，老虎咬人不是常识吗？强词夺理。你明明主要责任，说难听就是要钱。妈妈已经不在了，别给孩子错的教育。 
131,2016-11-21 07:32 ,立风sabrina,ndihegahndifhew,还是等法庭裁决吧!在这辩也没啥用 
132,2016-11-21 07:13 ,熊笨是念着倒V,风吹雨打任旧灿烂,你这话就跟当年的南京法官一样，不是你撞的为什么你要救，不是你撞的为什么你要垫付医药费，这尼玛简直就是撒b逻辑！ 
133,2016-11-21 07:06 ,熊笨是念着倒V,谭松韵姐姐,对不起，我一家人接受过高等教育，不会做出这种自残的行为，也不会在自残之后有如此龌龊的思想和举动 
134,2016-11-20 23:46 ,紫莹啊哈,熊笨是念着倒V,如果被伤害的那一家人会是你，你还会这么有勇气的说这句话，我就佩服你 
135,2016-11-20 23:37 ,hansucceed,青柠檬茶汁,I see 
136,2016-11-20 22:42 ,熊笨是念着倒V,極東花嫁_Sp,如果这家人官司赢了，你应该去选择告航空公司，飞机开得不好把你弄晕了，然后索要医疗赔偿，精神损失费，误工费…… 
137,2016-11-20 22:40 ,熊笨是念着倒V,谭松韵姐姐,真遗憾老虎没把这家人都咬死，留在社会当渣滓，污掉众人的眼球 
138,2016-11-20 22:38 ,熊笨是念着倒V,,什么JB垃圾家属，啥玩意 
139,2016-11-20 22:29 ,付焕焕-Simple,灵英花,说的对  
140,2016-11-20 22:21 ,lauce桑,,不管是商量还是吵架而下车，我只知道一件事，那个情况不能下车，所以自己下的车，怪谁呢 
141,2016-11-20 18:47 ,唔稳定,D先森iiii, 
142,2016-11-20 17:38 ,紫莹啊哈,主人爷wb,你们去看看社会纵横的最新期，再来评论这件事，这期讲的就是这件事情，而且请到了当事人，你去看完了，再来评论这件事情，好吗？ 
143,2016-11-20 17:37 ,紫莹啊哈,权倾,你们去看看社会纵横的最新期，再来评论这件事，这期讲的就是这件事情，而且请到了当事人，你去看完了，再来评论这件事情 
144,2016-11-20 16:59 ,水夷风和,青柠檬茶汁,最关键的是以前发生过多起，没有整改。 2012年10月27日，游客刘老太一行人开车到八达岭动物园游玩，刘老太在逛到华南虎区时下车解手，被老虎撕咬受伤。 2014年8月28日，孟加拉虎园区，一园区巡逻员被老虎咬伤，抢救无效死亡。 2016年3月3日，一名园区动管部经理在给大象打扫象舍时，遭大象踩踏致死。 
145,2016-11-20 16:55 ,1白雪L,青柠檬茶汁,她不仅承担着自己身体上的痛苦，也将承受母亲的去世，而且70万连她的医药费都不够。这并不是说她在这一问题上没有责任，这种不幸无论发生在谁身上谁都无法接受。也许是第一次的赔偿对她们一家来说微乎其微，，，， 
146,2016-11-20 16:02 ,哎呀妈呀就是想改个名字而已,,我晕机的时候难道要去打开舱门吗 
147,2016-11-20 15:50 ,小甜子咻咻咻,理由的渐逝,首先，我不会跳楼，其次开发商都懂得装上防护栏以防有人跳楼会怪他防护措施不到位，这么简单的道理动物园不懂么 
148,2016-11-20 14:34 ,70后分之一,,一群狼心狗肺的东西 
149,2016-11-20 14:32 ,70后分之一,大葱名,统一个毛线 
150,2016-11-20 14:13 ,杰戬大旗永不倒,NikolaPrince,这么多评论就服你 
151,2016-11-20 14:07 ,杰戬大旗永不倒,地痞大改造,破坏了规矩也不会把责任推到别人身上，人非圣贤孰能无过，知错能改善莫大焉，但是她因为自己的错造成的后果，再推卸到别人身上然后又勒索就不对了，这关乎于道德，没有道德的人就是社会毒瘤 
152,2016-11-20 14:07 ,青柠檬茶汁,,您用实际行动告诉了我们一个道理被狗咬了也是可以咬回来的！！！！ 
153,2016-11-20 14:06 ,70后分之一,,CDD满屏都是骂死了活该，咬死活该的，心寒又心塞。明明是个坑，不知道是坑偏要下车偏要掉坑里，活该被“老虎”吃掉啊。猎人猎物 
154,2016-11-20 14:02 ,70后分之一,,中国人的三观已毁 
155,2016-11-20 13:53 ,青柠檬茶汁,,那个没死成的女人，如果你下次还要去动物园的话，别忘记带上你爸爸！别忘记带上你爸爸！别忘记带上你爸爸！ 
156,2016-11-20 13:43 ,青柠檬茶汁,祝孤独重归于好,亲亲啊~就算人家动物园有错，也不要这么欺负人家嘛！都已经赔了一次了，这女的隔这么久上节目，难道你看不出来她的目的不是要动物园重新整改什么安全措施以造福苍生吗？她是来要二次赔款💰 的啊~你们这态度难道是要准备助纣为虐吗？ 
157,2016-11-20 13:35 ,青柠檬茶汁,水夷风和,亲啊~动物园已经赔了70万，现在面临着可能还要赔更多的风险，就算是傻瓜也该知道亡羊补牢了吧~~可那女的吧，就视频里完全没看出一丝悔意，有的只是满屏的贪心不足，而且还表示以后还会去动物园，我的妈呀！连十年怕井绳这话也套不住她，网友们不喷喷她，就这么放任着她，你说万一她下次再下车怎么办？ 
158,2016-11-20 13:13 ,龙吟方泽-魔界,,妈的脑残。。。救援如果很神奇911就不会死那么多人。。。。 
159,2016-11-20 11:56 ,TATA唔系一个普通既师奶,大荒茶神,智障。。。 
160,2016-11-20 10:50 ,Rainbow_Annie,,责任是双方的，为什么不能让园方承担应该承担的责任呢？救援如此无力难道没有问题吗？人言可畏，舆论一定要如此刻薄吗？ 
161,2016-11-20 10:37 ,兔兔小葵葵,,这女的还要不要脸！怎么还有这种人！ 
162,2016-11-20 09:56 ,尧阿尧-尧到外婆桥,热合曼_揚,巡逻车的责任在于巡逻防范和呼叫救援，可以看到短短几分钟里来了很多辆车，园方次要责任是一定的，点在于她要求的园方负百分之七八十的责任，赔偿金额两百多万，这才是关键。她下车就已经负首要责任她竟然还在为此辩解。园方责任判决要是超过百分之三十的话难以服众。前后的话风受到律师影响，不听也罢 
163,2016-11-20 09:43 ,尧阿尧-尧到外婆桥,很想种活月季花,巡逻车没用老虎怎么被赶回虎舍……看她视频这段轻描淡写。 
164,2016-11-20 09:41 ,尧阿尧-尧到外婆桥,WMeng90,出事后所说的几点 她认为 就可以知道其主观性强，下车与不下车是她自己拿主意的事。 
165,2016-11-20 09:19 ,阡一灬,,老虎怪我咯。 
166,2016-11-20 08:52 ,超级李楠啊,,不亏，活该 
167,2016-11-20 07:50 ,继续愛伱愛伱愛伱,苏萌江,怎么说呢，是游客全责，动物园可以不用那么怕被告的，其实说真的觉得动物园那么没安全感，以后都不敢去，，，， 
168,2016-11-20 03:28 ,___YmM___,,看了不同的几个记者采访伤者的版本，女伤者前一个视频里还声称她的记忆只停留在老虎咬住她的那一瞬间，后面身边都不知道了，后一个记者采访里她又明确的说明了，老虎是怎么咬她的，并且她的母亲是如何拍打老虎头部的。前后相互矛盾，法盲就是法盲，自己失误判断，就应该承担主要责任。 
169,2016-11-20 02:57 ,yanleyyang,,无论伤者因为什么下车，园方都有积极救助的义务，应有应对各种突发状况的预案，预设各种危险并保障游客安全。别喷我 
170,2016-11-20 01:19 ,理由的渐逝,易茗造型-小甜子,别傻了，怎么防范也防范不了有人突然下车拿自己喂老虎，就像天台都装了防护栏，你要跳楼还要怪开发商？ 
171,2016-11-20 01:03 ,娄泊洋,唐佳韦37071,是吧 有情况！ 
172,2016-11-20 01:01 ,唐佳韦37071,娄泊洋,主驾驶也没有和副驾驶同时下车，赵女士都到了主驾驶门口她老公还是没下车，我觉得她说的不是实话！正常人就算是在马路上换的开，也会同时下车，不要影响了别人，视频里感觉她想和她老公换，但她老公下车并不积极，这个感觉慢慢悠悠的！ 
173,2016-11-20 00:50 ,丁思甜Fiona,Baby_王俊凯,闹不闹事我不知道，但是我能确定我不会在猛虎区下车… 
174,2016-11-20 00:45 ,丁思甜Fiona,,脑子是个好东西，可惜她没有…自己下车，还怪动物园，我真的不觉得动物园有啥错的…不知道自己在猛虎区？？自己侥幸心理，判断错误，觉得动物园赔得少就还想出来搞事情…你们要工作人员怎么样？一起去死吗？死几个工作人员你们就高兴了？他们的命不是命？按喇叭已经是在做最大的营救了… 
175,2016-11-20 00:35 ,丁思甜Fiona,,工作人员是武松吗？你让他来送命？？ 
176,2016-11-20 00:12 ,北海有鲲may,轮回的拉格朗日丶,人那么多，肯定不可能每个人都那样的，随便啦，既然发生了就赔一点钱吧，然后大家也都别再说了 
177,2016-11-19 23:58 ,你说你有理88,,你下车了就代表你作死！人家巡逻员凭什么下车救你这个脑残啊 
178,2016-11-19 23:21 ,泪眼倚楼看花,等待东南季风归来peaking,确实，我不知道要怎么防范野生老虎，毕竟不是人人都是武松。 我所知道的是，有一个无视动物园警告下车的女人，同时动物园的巡逻车非常及时的出现了并且只用20分钟就把其救出来了。  我也不知道，到底要怎么防范有人居然会下车这种事这种情况！你告诉我，动物园怎么做能制止别人这种脑残的行为。 
179,2016-11-19 22:56 ,一只彩色熊猫,一只彩色熊猫,so，这个惨剧发生后，这个女人固然不对，但是她失去了母亲，受了重伤，我想破坏规则的后果她已经尝到了，代价也足够了。舆论（特别是新闻媒体）的重点，是不是更应该放在动物园如何完善安保措施，是不是存在管理机制的漏洞上？一面倒地去指责这个女人，除了给她雪上加霜之外还有其他意义吗？ 
180,2016-11-19 22:52 ,笑哥_彬,,圆方是官二代还是当官呢？ 
181,2016-11-19 22:52 ,一只彩色熊猫,,我提个假设假设当时的情况是开车的她老公突然身体不舒服无法继续开车所以他两换位置才导致惨剧发生的话是不是就不至于被这么多人指责了？那么再假设此种情况发生后，他两不换位置遵守规则不下车打救援电话，车停在当时的位置，救援人员能否及时到达？是否需要下车救人？下车以后能保证不被老虎袭击？ 
182,2016-11-19 22:48 ,电竞梦的老男孩,,说真的   讲心里话   你一个动作害死你妈妈   还要做作   动物园每天那么人   你还说人家没和你说 
183,2016-11-19 22:26 ,水夷风和,青柠檬茶汁,我看了一下介绍，这么一个危险的项目，从2009年开始多次有人被咬死咬伤，不是个例，能说明问题隐患。园方不整改，没有急救措施。而网友都骂当事人，而不是让园方改进，过嘴瘾。有多少人认真看了呢 
184,2016-11-19 22:10 ,水夷风和,兮兮xixi_,这个动物园以前出过多起事件，说明不是个例 
185,2016-11-19 21:46 ,翠筠笼,杨海悦嗡嘛呢叭咪吽,任何情况下，救援都有一个原则。在确保救援人员自身安全的前提下再实施救援。否则就是添油战术 
186,2016-11-19 20:36 ,清果青橙的秋天Y,,看了广东卫视的社会纵横，恶心死人了这个女人 ，一面说自己判断错误是有错，却口口声声指责动物园这样那样都有问题，尼玛没有你下车哪来事儿?还对起初舆论一边倒为何不发声，也怪到动物园 ，看到这里大家的评论我就放心了。 
187,2016-11-19 20:34 ,小胖胖的水果拼盘,,禁止随地吐痰了，吐了几口没事。禁止闯红灯，闯几回没事。于是把规则当儿戏。出事了就拼命宣扬自己是受害方，动物园是有责任也有漏洞。它承担了它的那部分责任。但那句我妈白死了。看到本质。是不是赔了两百万你的内心就不会谴责自己？还是转移责任才能活下去？请你从这个惨痛的代价里正视自己的问题。 
188,2016-11-19 20:18 ,平常不过201611,,最后拿钱来说话，动物园方就不应该补偿，这样下去会助长这些人的乱用人权的风气，吪人，碰瓷，还有这个女人用这种方式害死了母亲，却还有脸出来，我是服了，要是解放前的人早自杀了，应该死的是你，一个好人用性命救了一个不要脸的女人， 
189,2016-11-19 20:08 ,平常不过201611,,大家应该强烈谴责这种女人，在面对自己的错误同时却把责任 
190,2016-11-19 20:07 ,1白雪L,wiskis,事实是因为丈夫技术不好，妻子晕车才选择下车换位置，请不要脱离事实吧，就算那女的有错，我想如果动物园急救措施成功的话，也不至于造成一死一伤的结果吧，一个巴掌拍不响！ 
191,2016-11-19 19:56 ,1白雪L,开心看风景action,别他妈她妈跟我说话，有点素质行不行，一个动物园还没有安全区域？你跟我玩哪 
192,2016-11-19 19:54 ,1白雪L,無可厚非26,动物园难道都是不能下车的区域吗？如果工作人员准备好一切东西，我想就算被老虎咬到，也不至于一死一伤吧？就算那女的有错，但是也不能说动物园无错吧？ 
193,2016-11-19 19:52 ,1白雪L,wiskis,70万能干什么？一条人命就值70万？对于死者家属来说这个痛苦会伴随她们一辈子，难道给个70万就不痛苦了？呵呵，70万连治疗受伤的那个女子都不够！开开心心去看动物，最后弄得家破人亡，我想是谁都不会开心吧！ 
194,2016-11-19 19:49 ,1白雪L,青柠檬茶汁,我想请问谁会冒着生命危险去碰瓷，一不小心就丢的是自己的生命，就算那女的有错，但是动物园的监管制度有问题这个是存在的，就算这个女人没出事故，也将有另一个人受伤，与其纠结谁错谁不错，还不如去真正解决这个问题，这个才是最重要的吧。不要等到好多人受伤才真正悔悟！ 
195,2016-11-19 19:22 ,北海有鲲may,轮回的拉格朗日丶,很多事情不是你想的那么简单，动物园肯定有自己的办法，这是他们内部能够知道的 
196,2016-11-19 19:21 ,北海有鲲may,轮回的拉格朗日丶,肯定是要有任何防范危险的措施懂不懂，任何有概率的事件都是会发生的 
197,2016-11-19 18:09 ,70后分之一,,人心猛于虎 
198,2016-11-19 18:08 ,堂下来者何人,,真相只有一个，但舆论却随风倒。希望所有昧着良心说话的人都死光光，三天死一户口本。不站队。 
199,2016-11-19 17:12 ,阿狸没有糖,,自作聪明，以为没看到老虎就觉得没事，一路上过来再3看到的都是不可以下车，禁止下车，为什么还要下车呢，就是想换人，不能等到了休息站的地方在换人吗 
200,2016-11-19 16:01 ,高进军_41217,,嘴上留德！给自己和家人祈福吧！ 
201,2016-11-19 15:57 ,糖果丶嫣儿,,好奇怪。还发表言论说人家动物园。自己再怎么样也不能在老虎园下车啊！自己的错误。怪动物园？而且人家要为你送命才叫救人么？你自己下车的结果。老妈为了救你没命了。还要赔上工作人员的性命么？太可笑了 
202,2016-11-19 14:37 ,翠妞是个妞,土不小不,要是她不下车 一点事都没有 她一定以为老虎是HelloKitty 被咬就当给自己的没文化无知买单 怪谁都不应该 
203,2016-11-19 14:35 ,翠妞是个妞,,就你命是命 工作人员就不是命 这种地方敢下车 你要作死还怪人家不救你 我还觉得救援太给力了 怎么就不等老虎吃了你再去围观啊 给救援人员点赞 给老虎点赞 鄙视这种不遵守社会一般规则的人渣 
204,2016-11-19 14:04 ,姚_瓜_子,嘉庆十五爷,接下来有请老虎上庭作证 
205,2016-11-19 13:31 ,土不小不,,她被老虎拖走是她活该，她负主要责任，但出事后园方也有救助不力的过失，巡逻车上只有司机而没有救助人员，并且没有配备水枪麻醉枪等任何可以阻碍猛兽的设备，视频里先后来了好几辆车，竟然都束手无策。。而且作为3A景区，按照规定园内应有医疗室，但却没有，这些确实是疏漏。 
206,2016-11-19 13:08 ,ing趴,,说实话你不下车就不会有任何事情了 
207,2016-11-19 12:08 ,痕嘸雨,,这个好像不是商没商量好的问题，而是根本就不应该在猛兽区下车的问题吧！！并且巡逻车上的工作人员不按喇叭驱逐，未必还要跳下去跟老虎搏斗吗？工作人员是武松吗？你认为，什么都是你认为，呵呵！ 
208,2016-11-19 11:22 ,用户5639325954,,活该，明知不能下车，还下车就得为自己行为负责，再说了人家按喇叭就是警示你了难道也像你一样傻了叭唧下车被咬还害死自己母亲 
209,2016-11-19 11:11 ,小甜子咻咻咻,,车主下车违反了规定，动物园的救助措施不到位也是事实，救助车上就一个司机，形同虚设，之前几年也陆续在这里发生老虎咬死人的事件，其中还包括工作人员，重点是事后还在网上发布什么吵架谣言引导舆论走向，这未免卑鄙了些 
210,2016-11-19 10:53 ,灵英花,我叫我小猫小喵喵,还有呢！跳楼怪楼太高，跳河怪河太深，割脉怪刀子太快！ 
211,2016-11-19 10:52 ,灵英花,付焕焕-Simple,这种就是自己做错了几还要拉人垫背的！根本不是什么好鸟 
212,2016-11-19 10:51 ,灵英花,Agony_R,对！我就是觉得这个女的根本不值得同情。网上骂声一片还有脸出来说话，真是够了！无论你们有没有吵架，没有人关心。下车就是错错错 
213,2016-11-19 10:43 ,焕焕的娜宝宝,,你不是小三，你没和爱人吵架，我们都知道，但没有人逼你下车，下车就是错，无论什么原因，都不能拿自己和家人的生命做赌注，尽管看了你和家人澄清的采访，我还是觉得，你负主要责任 
214,2016-11-19 10:31 ,黑雪冰凌花,,如果当时该女子的丈夫不下车，而是驾车把老虎撞死，又该怎么办？ 
215,2016-11-19 10:06 ,KateXia,,只能说，这世界上除了你妈，没人还能在你被老虎叼走的时候冲上去跟老虎肉搏…… 
216,2016-11-19 09:55 ,手边,,网络暴民太可怕了  
217,2016-11-19 09:51 ,KateXia,,单子自己不看还怪人家没提醒，文书在签字前自己不看内容就瞎签吗，签字就是要负责任的事，自己不看还怪人家没告诉她看，真服了。不过巡逻车上不让带麻醉枪感觉是不太合理的，不知道是不是国家规定，巡逻车如果是为了防止意外那不带麻醉枪就没有任何意义，没有任何工作人员能靠一个人一辆车搏斗猛虎的 
218,2016-11-19 09:40 ,暴暴蓝_huyu,苏萌江,确实当事人有责任，不过园区也不像所说的那么无辜而已 
219,2016-11-19 09:32 ,------------多美,,就这样还有脸去电视台做节目，说什么根本不知道签字的那个上面写的是什么，你特么的自己不会看吗？怎么动物园的工作人员不在那按喇叭难道还要下车跟你一起喂老虎么？当谁都跟你一样心智不健全？你死都活该更何况你没死呢！ 
220,2016-11-19 09:28 ,刘翼莹,,不守规矩就应该承担责任！ 
221,2016-11-19 09:22 ,思念文艺青年,,人们之所以都站在老虎这边，是因为这女的连老虎（禽兽）都不如 
222,2016-11-19 08:52 ,暴暴蓝_huyu,轮回的拉格朗日丶,感觉你的意思是没有原因的违反规则比贪利的违反规则更可恶，没明白这个逻辑…其实说实在的，违反规则的事天天都在发生，比如闯红灯，我们身边闯红灯的人难道不多么，难道说闯红灯的人都该死么？看到很多评论说她下车了，所以活该，真的已经看不懂了 
223,2016-11-19 08:32 ,田小瞌睡猫最爱爷爷,,当时不发声是因为要治疗，没有心思想这些吧，根本就不是说没准备发声，现在由于外界舆论压力受不了出来发声讨回公道。肯定是因为治疗差不多，出来索赔了。没脑子的人就不要去动物园，害了人家老虎 
224,2016-11-19 08:30 ,田小瞌睡猫最爱爷爷,,说在副驾驶看虎不方便，就呵呵了，等于自己一边开车一边看就顺当了，那以后观光车司机也不要开了，都给游客开 
225,2016-11-19 08:29 ,田小瞌睡猫最爱爷爷,,有几点质疑既然她知道自己晕车那之前干嘛要换她老公开？而且晕车是难受想吐，甚至吐出来，而不是真正的头晕，晕车导致头脑不清分不清是不是在猛兽区，我只想说呵呵，把全国人民当傻子么？她老公为啥后来上车开车走了？不要说是因为后面有车要走，那个时候人命关天，堵车难道比他老婆丈母娘重要？ 
226,2016-11-19 08:05 ,传奇人物形象,,那下车女就是脑残 看下车走路就知道。 
227,2016-11-19 08:04 ,传奇人物形象,,动物园要和游客签协议或者法律上有效的。预防脑残的人下车自杀，又或者精神状态不佳的人等等。 
228,2016-11-19 07:36 ,有个飞鸟,,这女的下车时看见大门了，十九米，说明她知道没出猛兽区 
229,2016-11-19 07:35 ,有个飞鸟,,强调没吵架不是小三感情好，老虎会因为这个放了你？要老虎给你发个不咬通行证？别人进这种地方都小心翼翼生怕还在危险区，她这一家子倒好，这就看出平时也趾高气扬的以自己为中心，视频有两三次她自己说看见禁止下车牌子，又说下车那个地方没有禁止下车，你要园方把动物园贴成牛皮癣吗？才算提醒你？ 
230,2016-11-19 07:07 ,落魄皇城o0,,你脑残人家可是正常人，你敢去招惹老虎，正常人可不敢！ 
