0,2016-10-16 20:41,【张大伟回国投案自首，为什么追逃爱劝返？】近日，犯罪嫌疑人张大伟回国投案自首。在打击贪官外逃方面,我国主要依靠引渡、遣返、劝返等措施。从实践可看出，许多外逃人员已通过劝返的方式回国接受法律的审判和制裁。什么是劝返？为什么追逃爱劝返？
316,2016-10-17 19:53 ,养潭,,我真的看成大张伟了 
317,2016-10-17 19:53 ,你的然g-,,第一眼看成大张伟。。。 
318,2016-10-17 19:52 ,G2015我不知会遇见你,,第一眼以为是大张伟！ 
319,2016-10-17 19:52 ,babychicken梁,,大张伟要火了 
320,2016-10-17 19:52 ,买2个太阳不下山,,看成大张伟什么鬼 
321,2016-10-17 19:51 ,海苔饭团子吖,,看成大张伟了。吓死我了 
322,2016-10-17 19:51 ,M弍爷,,哈哈哈哈 我看成大张伟 
323,2016-10-17 19:51 ,愿世界温柔相待a,,第一眼就是大张伟。还一直懵逼。想看照片确认一下。 
324,2016-10-17 19:51 ,就是这么烦Oo,,原谅我看成大张伟。。 
325,2016-10-17 19:50 ,冠岑小迷妹,,看成大张伟了 
326,2016-10-17 19:49 ,南极海豚,,看成大张伟了，我不是一个人吧 
327,2016-10-17 19:49 ,至此终年23,,点开以后才发现看错 
328,2016-10-17 19:49 ,琉璃LiuLii,,我特么看成了大张伟，还在想他犯了什么事 
329,2016-10-17 19:49 ,Lucille_cici,,我看成了大张伟，吓死宝宝了。 
330,2016-10-17 19:49 ,RuaxL,,我以为大张伟！！！ 
331,2016-10-17 19:49 ,愤怒的裤衩5878884265,,奔着大张伟进来的 
332,2016-10-17 19:48 ,Ytionas,,看成了大张伟 
333,2016-10-17 19:48 ,DAIQINGYAO,,原来不止我一个看成‘大张伟’ 
334,2016-10-17 19:47 ,带小傅去旅行,杨潇影啊, 
335,2016-10-17 19:47 ,0hxMAK,,我看成了大张伟了 
336,2016-10-17 19:47 ,吃广东人的仙女,,只有我看对了么？ 
337,2016-10-17 19:47 ,落雨流舒,,看成大张伟了 
338,2016-10-17 19:46 ,SuperGuan69187,,写的不错，很有感触 O网页链接 
339,2016-10-17 19:45 ,婉婉婉婉婉-琴,,看成大张伟了 
340,2016-10-17 19:45 ,Mister鑫1205,,刚才还想说“我一不小心看成了大张伟”……刚想评论结果才发现不知我一个人，看成了大张伟。 
341,2016-10-17 19:45 ,妇女婆子,,来看看有没有好玩的。 O网页链接 
342,2016-10-17 19:44 ,渡劫中并且一直,,一看评论两万多，铁定都是看成大张伟了，一看果然不假 
343,2016-10-17 19:44 ,ZachMiles,M02738,等咱国家啥时候能把抄袭这方面的法律弄健全了，再来跟我说法大于人吧，拜，不送。 
344,2016-10-17 19:42 ,FaFa_怒放,,[din泪]请原谅我躺着路过了。。。 O网页链接 
345,2016-10-17 19:41 ,枢兰,,哈哈哈，看岔了 
346,2016-10-17 19:41 ,初雨柒柒,,我以为只有我一个人第一眼就看到大张伟 
347,2016-10-17 19:40 ,有-囡囡,,还以为是大张伟 
348,2016-10-17 19:39 ,Jaya-a,,第一眼看成大张伟了😂😂 
349,2016-10-17 19:39 ,Edwin王子君,,😂大张伟啊 
350,2016-10-17 19:38 ,温柔和泰戈尔,,看成大张伟，吓死了 
351,2016-10-17 19:37 ,_心智呀,谢守坤Jayden,哈哈你不是一个人 
352,2016-10-17 19:37 ,Miss_Dzhhh,,看成大张伟看了三遍 
353,2016-10-17 19:37 ,这是谢守坤的微博,_心智呀, 
354,2016-10-17 19:36 ,我又改名字了啊-,,我就来看看有谁看成大张伟了 
355,2016-10-17 19:36 ,贾梦萱777,,张大伟，大张伟 
356,2016-10-17 19:36 ,65385fjdixjz,,有谁看成大张伟的，顶我 
357,2016-10-17 19:35 ,孤舟初入海,,尼玛……我以为大张伟犯事了 
358,2016-10-17 19:35 ,lioppgh,,我还以为大张伟怎么了 
359,2016-10-17 19:35 ,欢乐辉太郎,,写的很实在 ¡评论配图 
360,2016-10-17 19:35 ,是茹小妞啊,,一眼就看成了大张伟，看了三遍才是张大伟😂 
361,2016-10-17 19:35 ,C_ialiy,,看了热评，全都是看成大张伟 
362,2016-10-17 19:35 ,爱叫什么,,一看两万多评论就知道是因为大家都看成了大张伟 
363,2016-10-17 19:35 ,艹户舟亢,,第一眼大张伟.....sorry 
364,2016-10-17 19:34 ,忧悠优幽,,评论区全都是大张伟 
365,2016-10-17 19:34 ,Kimguooo,是脑子太快还是眼睛太慢,告诉我，不是一个人看成了大张伟 
366,2016-10-17 19:34 ,我真的好喜欢你a,,吓到宝宝了还以为大张伟 
367,2016-10-17 19:33 ,燕燕燕儿飞呀飞,小小丫不头,大张伟哪有这能耐 
368,2016-10-17 19:32 ,玩泥巴的小姐姐吖,,大张伟...... 
369,2016-10-17 19:32 ,_三三三三三,,哇哇哇~~~好棒！(ˉ^ˉ ) O网页链接 
370,2016-10-17 19:32 ,小悦姬,,张大伟、大张伟，傻傻分不清楚 
371,2016-10-17 19:31 ,奶咩咩Nice,,妈呀，看成大张伟 
372,2016-10-17 19:31 ,永远的大M,,支持个 O网页链接 
373,2016-10-17 19:31 ,迷失99_,,看成大张伟 
374,2016-10-17 19:30 ,吃吃很空,,我是来看有多少人看成大张伟的 
375,2016-10-17 19:29 ,小小丫不头,燕燕燕儿飞呀飞, @Fighting沩姑娘 
376,2016-10-17 19:29 ,SnoopSoLoud,,我来看看有多少看成大张伟的 
377,2016-10-17 19:29 ,峰情万种的幂,,大张伟 
378,2016-10-17 19:28 ,猫2嘞3个7喵9,,我以为大张伟 
379,2016-10-17 19:28 ,喵了個咪呀sisi,,我也看成了大张伟 
380,2016-10-17 19:28 ,无牙小怪兽,,第一眼看成大张伟的肯定不止我一个 
381,2016-10-17 19:27 ,Z-xiang宇,大张伟, 😂😂😂还以为他犯什么罪了…… 
382,2016-10-17 19:27 ,是_喵呜啊,,哦不是大张伟啊 
383,2016-10-17 19:27 ,心如柠檬酸w,,我把看成大张伟的人都赞了一遍 
384,2016-10-17 19:27 ,秋子无思,,大张伟咋地了 
385,2016-10-17 19:24 ,LH的小仙女7,,吓我一跳，以为是大老师 
386,2016-10-17 19:23 ,-l-o-l-o-l,,哈哈 想我一样看成大张伟的举手 
387,2016-10-17 19:23 ,阿叔泥嚎,十九想要一个门把手, 
388,2016-10-17 19:22 ,钢铁小坦克,,大张伟⋯⋯ 
389,2016-10-17 19:22 ,红鲤鱼与绿鲤鱼与驴Yee,,原来不是我一个人看成了大张伟 
390,2016-10-17 19:22 ,长得丑逗是最好的出路,,大张伟被抓了？？？ 
391,2016-10-17 19:22 ,BlingYao_,,告诉我大张伟怎么了！！怎么了！醒醒啊大张伟 
392,2016-10-17 19:22 ,其实我是小米,,大张伟吓死宝宝了 
393,2016-10-17 19:21 ,XIAXIAXia-V,,我看了N遍还是看成大张伟 点开评论才看正确 
394,2016-10-17 19:20 ,Gemini-Queen-S,,吓死我看成大张伟 
395,2016-10-17 19:20 ,花铃201610,,博主很有灵气 O网页链接 
396,2016-10-17 19:20 ,哔哔桑,,看成大张伟以后点进来前一头雾水 
397,2016-10-17 19:20 ,晨晨和晨晨妈妈,,有没有第二次还能看成大张伟的…… 
398,2016-10-17 19:20 ,HUXUEHX,,看成大张伟 
399,2016-10-17 19:18 ,背道而驰1268,,大张伟？？？吓死我了 张大伟 
400,2016-10-17 19:18 ,-JunjieHe,,MD 第一眼看成了大张伟 
401,2016-10-17 19:17 ,我的男孩Roy,,我擦，我看错了😂 
402,2016-10-17 19:17 ,T翅膀T,,天哪，吓我一跳，看成大张伟了 
403,2016-10-17 19:17 ,良XIAN,,[cai晃头][cai晃头]逛逛。。。 O网页链接 
404,2016-10-17 19:17 ,独自徘徊08,,这写得也太给力了，不错不错！ O网页链接 
405,2016-10-17 19:15 ,晓鞋铺,,博主还是很有思想的。 O网页链接 
406,2016-10-17 19:15 ,原地爆炸23333,,吓屎宝宝了 
407,2016-10-17 19:15 ,后知后觉-后知后觉,,好吧 原来大家都是看成了大张伟 
408,2016-10-17 19:15 ,左耳说爱我Marmalade,行不由迳,以为大张伟加入吸毒天团了 
409,2016-10-17 19:14 ,后知后觉-后知后觉,,我以为是大张伟 
410,2016-10-17 19:14 ,我本人更可爱23,,我还以为大张伟 
411,2016-10-17 19:13 ,卡伊哥哥的小饼干儿,,看成大张伟，吓我一激灵！ 
412,2016-10-17 19:13 ,辣扎好软好可爱,,第一眼看成我们人间精品了 
413,2016-10-17 19:12 ,burkin,,看成了大张伟，吃惊成[崩溃] 
414,2016-10-17 19:12 ,努力工作的不嘚,,看到这个新闻第三遍了，然而第一反应还是大！张！伟！ 
415,2016-10-17 19:12 ,喵dy,,看成大张伟的绝对不是我一个人 
416,2016-10-17 19:12 ,芒果小丸子GQL,,原来不止我一个人看成大张伟 
417,2016-10-17 19:11 ,like婷婷吖婷婷,,看成了大张伟 
418,2016-10-17 19:11 ,你要吃雪饼吗,大张伟, 
419,2016-10-17 19:10 ,liu大靜,,全屏看成了大张伟 
420,2016-10-17 19:10 ,ZHU猪猪er,,多少人看成大张伟 
421,2016-10-17 19:10 ,雨lotus,,直到看评论才知道把大张伟看成了张大伟 
422,2016-10-17 19:09 ,泥萌准备嚎了吗,,肯定就我一个不止看成了大张伟 
423,2016-10-17 19:08 ,like婷婷吖婷婷,,我竟然看成了大张伟！ 
424,2016-10-17 19:08 ,芮芮和坦弟今天在一起了吗,,第一眼看成大张伟 
425,2016-10-17 19:08 ,我是一只小透明啦啦啦啦啦,蠢比我叫你你敢答应嘛, 第一眼看成大张伟 
426,2016-10-17 19:08 ,TuMisterio,,张大伟是谁，看成大张伟～ 
427,2016-10-17 19:07 ,ShinyZhaoZhao,,我怎么看成大张伟了 
428,2016-10-17 19:07 ,我只是想来吐吐槽哟,润卓浦, 
429,2016-10-17 19:07 ,年华的天空531,,期待了好久了呢~~激动~ O网页链接 
430,2016-10-17 19:07 ,徐传倩,王智安-,因为他是张大伟 
431,2016-10-17 19:06 ,bangbangwa,,卧槽硬生生看成大张伟 
432,2016-10-17 19:06 ,浪里小白驹,左耳说爱我Marmalade,我他妈也是啊手一抖差点砸脸上 
433,2016-10-17 19:06 ,一头熬夜的象,,特么看成了大张伟 
434,2016-10-17 19:06 ,holoda韩老大旗舰店,,尼玛，吓劳资一跳。 
435,2016-10-17 19:05 ,我是李默,,卧槽！看成大张伟了！ 
436,2016-10-17 19:05 ,跑了气儿的雪碧,,看成大张伟 
437,2016-10-17 19:05 ,Icyyyyyyyyyyyyyyyyyyyyyyyy-,,我为啥看的就是张国伟 
438,2016-10-17 19:04 ,邻家二美眉,,大张伟 
439,2016-10-17 19:04 ,520海蓝蓝,,围观~你懂的~ O网页链接 
440,2016-10-17 19:03 ,luckyandlucky233,,看成大张伟 
441,2016-10-17 19:02 ,鎴砈传奇1573,,[′ω`] 微博整体感觉不错哟 O网页链接 
442,2016-10-17 19:02 ,火山啊啊啊啊啊,,看成大张伟怪我啰 
443,2016-10-17 19:02 ,克瑞思ss,,看成大张伟的赞我 
444,2016-10-17 19:01 ,DM48-老咸鱼A,,看评论笑死😂 
445,2016-10-17 19:01 ,蜜斯Ruby林,,对不起 看成大张伟 
446,2016-10-17 19:01 ,李凡_FAN,,能成为热搜 一定是好多人和我一样看成大张伟 😄 
447,2016-10-17 19:00 ,坐在马扎上听戏,格子家的猫掌柜,  
448,2016-10-17 18:59 ,阿倩呦,,看成大张伟 
449,2016-10-17 18:59 ,坐在马扎上听戏,,看我认证  我好方 
450,2016-10-17 18:59 ,油腻的李铁头,O,网页链接 
451,2016-10-17 18:59 ,塚爱冷殇,,脑内自动读成大张伟！！！ 
452,2016-10-17 18:59 ,望穿秋水之羙,,可怜的大张伟 
453,2016-10-17 18:58 ,莹莹莹_A,,大张伟，吓死我了！ 
454,2016-10-17 18:58 ,小哥哥sway,,以为是大张伟😂 
455,2016-10-17 18:57 ,22K纯_2,,ヽ(′Д｀)人(′Д｀)人(′Д｀)ノ  O网页链接 
456,2016-10-17 18:57 ,一份合同半个兵,,大张伟怎么了 
457,2016-10-17 18:57 ,wuhan_nihao123,,（′д｀） 呜哇，好棒 O网页链接 
458,2016-10-17 18:57 ,执念yyt,,第一眼大张伟，第二眼大张伟，第三眼大张伟，点开看评论，哦，张大伟，，，，，😂 
459,2016-10-17 18:57 ,花梨huar,,以为大张伟 
460,2016-10-17 18:56 ,喵Minble,嗨呀333大王叫我来巡山, 你看看有没有看成大张伟 
461,2016-10-17 18:55 ,TST庭秘密活酵母女神娟儿,,看成大张伟了，给我吓得 
462,2016-10-17 18:55 ,a_chichi,,大张伟。。。。。 
463,2016-10-17 18:55 ,琪琪丫_,,看成了大张伟 
464,2016-10-17 18:55 ,天清雁,,第一眼看成大张伟，以为他出事了 
465,2016-10-17 18:54 ,Daisy_l5l5,鲁小哲, 
466,2016-10-17 18:54 ,liu_sir_love,,有多少看成大张伟进来的 
467,2016-10-17 18:53 ,乐享于宁,,一眼看成大张伟了 
468,2016-10-17 18:52 ,雨_蔷,,大张伟终于被抓了？ 
469,2016-10-17 18:52 ,小冯fenny,,尼玛，我也看成大张伟了 
470,2016-10-17 18:51 ,救命我的手在哪里,,我以为是我以为是张国伟 吓得我哈哈哈 
471,2016-10-17 18:51 ,阿拉的豆豆黄,,看错了，以为大张伟吸毒被抓了 
472,2016-10-17 18:51 ,你为谁弯眉梢,,大张伟 
473,2016-10-17 18:51 ,你的海海哥,,别说只有我一个人看成了大张伟 
474,2016-10-17 18:50 ,EX马里奥大叔,大张伟, 
475,2016-10-17 18:50 ,回不去曾经的未来,,把看成大张伟的点了一遍赞 
476,2016-10-17 18:50 ,双宝儿616,,大张伟为啥要自首？卧槽看错了 
477,2016-10-17 18:49 ,您的朋友小金,,看成大张伟的不止我一个吧 
478,2016-10-17 18:49 ,yInHanG-sniper,小E沫沫在原地,大张伟因单飞，被花儿乐队粉丝集体通缉 
479,2016-10-17 18:49 ,_BurnNIng,,一眼看成大张伟的来举个爪 
480,2016-10-17 18:49 ,二雅9683,,好博文，赞一个[lxhx滚过] O网页链接 
481,2016-10-17 18:48 ,大乐鱼Coraline,,大张伟⋯⋯ 
482,2016-10-17 18:48 ,沉没ce,,图片评论 O网页链接 
483,2016-10-17 18:48 ,唯唯尔安,,我看成大张伟 
484,2016-10-17 18:48 ,Chark查克作品集,Mc蛇妹妹, 
485,2016-10-17 18:47 ,_谁要走我的心,大张伟, 
486,2016-10-17 18:46 ,CHICOKOI,,哈哈哈哈哈哈哈哈哈原来看成大张伟的不是我一个人 
487,2016-10-17 18:46 ,爆想力炸象,大张伟, 
488,2016-10-17 18:46 ,乌蓝蓝blue,,大张伟，，， 
489,2016-10-17 18:45 ,千舍巾予凡,,总觉得是大张伟投案了 
490,2016-10-17 18:45 ,双人余double婷,,以为大张伟。。。 
491,2016-10-17 18:44 ,娅姹山楂123,,妈的看成大张伟了 
492,2016-10-17 18:44 ,CHROME金,,[din说话]好的没话说了，嘿嘿。。 ¡评论配图 
493,2016-10-17 18:44 ,草山山,,哎呀好久没看到你的微博嘞，滚来滚去 ¡评论配图 
494,2016-10-17 18:43 ,二次元丶鸣人,,还以为是大张伟 
495,2016-10-17 18:43 ,関二羽,,靠。我以为是大张伟。。。。 
496,2016-10-17 18:42 ,清空my缓存,,原来不止我一人看错 
497,2016-10-17 18:42 ,1121以爱之名,,唉呀妈呀 差点看成大张伟 
498,2016-10-17 18:41 ,今天依然很颓废,,吓死我了我以为大张伟 
499,2016-10-17 18:41 ,优惠券分享小专员,,我以为大张伟。。。。 
500,2016-10-17 18:40 ,璐璐子本人,,以为大张伟 
501,2016-10-17 18:40 ,Alex杨洋,,[加油啊]很赞。我不骗你的 O网页链接 
502,2016-10-17 18:40 ,落落小浅Brianna,,以为是大张伟犯事儿了，进评论 热评都是大张伟… 
503,2016-10-17 18:40 ,乐檬蒙_love,,原来不止我一个人看错呀！ 
504,2016-10-17 18:39 ,爱吃橙籽的,FantasticPatty,不 我觉得至少95%的人看错 
505,2016-10-17 18:39 ,AShanshanShanshanShan,,第一眼看成大张伟！吓死我了 
506,2016-10-17 18:38 ,YTWOGO,,我还以为大张伟。。。 
507,2016-10-17 18:38 ,爱是温暖柔软的,,就算看错成大张伟，至于满屏的热评都是这个梗吗😳我只是想点进来了解更多这方面的知识，为什么逃了还愿意被规劝回来自首呢 
508,2016-10-17 18:37 ,哩老板是我,,看成大张伟 
509,2016-10-17 18:37 ,小仙女fcj,,原来不止我看成大张伟 
510,2016-10-17 18:37 ,Dofre,,简直搞事情 大张伟回国自首 我的天 
511,2016-10-17 18:36 ,兵兵哥哥敲可爱,,这条新闻的评论中心是 张大伟都看成大张伟。 
512,2016-10-17 18:36 ,小新没话说,,看成大张伟了，吓我一跳😱😱😱 
513,2016-10-17 18:36 ,永远是金陵城中最明亮的少年,,乍一看我还以为大张伟，我还想大张伟干嘛了 
514,2016-10-17 18:36 ,沉梦昂志Din,,咋一眼看着大张伟 
515,2016-10-17 18:36 ,涂红色指甲的女人,,😱😱😱😱😱看成是大张伟 
516,2016-10-17 18:35 ,笛卡尔主义者,,我就看看，不发表意见 O网页链接 
517,2016-10-17 18:35 ,偶买累点嘎嘎,,我居然也看错 
518,2016-10-17 18:35 ,那一mol微笑,,第一眼看成大张伟的举手 
519,2016-10-17 18:35 ,脏三斤,,我也看成大张伟 
520,2016-10-17 18:34 ,陈迂腐ll,,差点看成大张伟哈哈呵呵哈哈哈 
521,2016-10-17 18:34 ,HeYouShE_,广子小姐很磨蹭,为什么我们会同感，笑死，我第一次也看错 
522,2016-10-17 18:33 ,芳心纵火犯同伙,大张伟, 抱歉 
523,2016-10-17 18:33 ,满庭芳小公子最后一任少奶奶,大张伟, 知错能改善莫大焉😂 😂 😂 
524,2016-10-17 18:33 ,微博sunnysky,,全程不要钱，真实可靠。 O网页链接 
525,2016-10-17 18:32 ,姑娘七月七,,让我看看有多少人和我一样以为大张伟怎么了 
526,2016-10-17 18:32 ,卜锣亚卜,,时树荷棉蓓宙知 O网页链接 
527,2016-10-17 18:32 ,_隔壁王可爱,,嘛呀，看成大张伟，这眼神儿😂 
528,2016-10-17 18:32 ,阿茂阿梦,,妈的，吓死了，以为是大张伟 
529,2016-10-17 18:32 ,Li小猫酱,,大张伟，哈哈 
530,2016-10-17 18:32 ,毓秀小子,,大张伟怎么了？ 
531,2016-10-17 18:31 ,Aaron徐想想,,太给力！必须支持 ¡评论配图 
532,2016-10-17 18:31 ,香蕉你个啵呐呐_,,读了三遍大张伟 
533,2016-10-17 18:30 ,zz张贵丽,,天啊，我居然看成大张伟 
534,2016-10-17 18:30 ,-黄半闲-,,转移了  花完了  回来自首 
535,2016-10-17 18:30 ,He_聂聂,,我也看成大张伟了，。。 
536,2016-10-17 18:30 ,林夕皿子,,看成了大张伟 
537,2016-10-17 18:29 ,小鬼林雨晰,,真看成大张伟了 
538,2016-10-17 18:29 ,山脉的积雪,,看成大张伟+1 
539,2016-10-17 18:28 ,迷之青年X,,看成大张伟的举手🙋 
540,2016-10-17 18:28 ,DisBoot,#^_^#,) 親一個，么么么么~ ¡评论配图 
541,2016-10-17 18:28 ,偶哈啊偶哈,,我看成大张伟了 
542,2016-10-17 18:27 ,蜡笔小小z,,看成大张伟 
543,2016-10-17 18:27 ,JacKID-Sama,,看成大张伟 
544,2016-10-17 18:27 ,暖暖-Sunshine91,,我是来看评论的，看有多少人和我一样看成大张伟 
545,2016-10-17 18:26 ,巍委屈的小澜孩,,图片评论 O网页链接 
546,2016-10-17 18:26 ,奎尼的情歌,,大张伟 
547,2016-10-17 18:26 ,暴戾的葫芦娃,,吓我一跳！！！看成了大张伟 
548,2016-10-17 18:26 ,赵一妍与陈俊中,,难道只有我第一眼看成了大张伟 
549,2016-10-17 18:26 ,Ending-zzwzf,蕃茄也炒蛋,我还读成了大张伟 
550,2016-10-17 18:26 ,Easy梦K,,看成了大张伟 
551,2016-10-17 18:25 ,最女孩儿,O,网页链接 
552,2016-10-17 18:25 ,苦状,喂喂伟喂喂,哈哈哈哈哈哈哈 
553,2016-10-17 18:25 ,食甜分子,,我就知道不是我一个人看错 
554,2016-10-17 18:24 ,冰了一天阔落,,乍一眼大张伟？ 
555,2016-10-17 18:24 ,猫仔队队长很2,,张大伟，大张伟，张伟大，我好像乱了 
556,2016-10-17 18:23 ,这是个独特的微博名,,第一眼看成了大张伟，以为自己一天没上微博又错过了什么😂😂😂 
557,2016-10-17 18:23 ,Cipher89,,看成大张伟了 果然人间极品 
558,2016-10-17 18:23 ,SHUANGZZZZZZI,蔚BB,几乎人人都看错系列 
559,2016-10-17 18:23 ,万能老汪,,就我一个看成了大张伟？ 
560,2016-10-17 18:23 ,chritine-吴,,看成大张伟 
561,2016-10-17 18:21 ,枪克,,以为是大张伟的绝对不止我一个 
562,2016-10-17 18:21 ,着了个魔啊,,不是刚拍完蒙面唱将猜猜猜？ 
563,2016-10-17 18:20 ,剧6的飞起吧,,吓死了，还以为是大张伟，，一直到翻开照片，才知道不是，，，，😂 😂 😂 😂 😂 
564,2016-10-17 18:20 ,雷先生要减肥,,大张伟。 
565,2016-10-17 18:20 ,楠柯彝梦,,我也是看成了大张伟 
566,2016-10-17 18:20 ,呵呵_向前走,,点开评论才知道我看错了 
567,2016-10-17 18:19 ,很不低调_,,我他妈第一眼看过去以为大张伟犯啥事儿了 
568,2016-10-17 18:19 ,cyrilliz,,都看成大张伟了啊，不是总我把字看反啊 
569,2016-10-17 18:19 ,OranGdragonLee,,估计要不是因为名字也不会有2万评论吧 
570,2016-10-17 18:18 ,N-Haoger,又又是女生, 看评论 
571,2016-10-17 18:18 ,-叫柯钢锐,小薯薯薯薯薯, 
572,2016-10-17 18:18 ,Geleeleelee,,抱歉我看成了大张伟 
